listing_id,date
22354,2018-06-08
22354,2018-06-23
22354,2018-07-13
22354,2018-07-16
22354,2018-07-18
22354,2018-08-09
23946,2011-08-24
23946,2012-03-29
23946,2013-02-17
23946,2013-04-16
23946,2013-11-02
23946,2014-07-10
23946,2014-07-16
23946,2014-11-01
23946,2014-12-02
23946,2015-01-03
23946,2015-03-01
23946,2015-04-19
23946,2015-05-30
23946,2016-06-15
23946,2016-11-19
23946,2018-07-31
24240,2010-10-16
24240,2010-10-24
24240,2010-10-29
24240,2010-11-08
24240,2010-11-13
24240,2011-04-29
24240,2011-06-27
24240,2011-09-15
24240,2012-05-03
24240,2012-05-11
24240,2012-05-18
24240,2012-09-14
24240,2012-09-26
24240,2013-08-07
24240,2013-11-03
24240,2013-11-04
24240,2014-05-20
24240,2014-08-28
24240,2014-10-13
24240,2015-05-01
24240,2015-05-08
24240,2015-05-10
24240,2015-05-26
24240,2015-06-03
24240,2015-07-02
24240,2015-07-18
24240,2015-08-02
24240,2015-08-20
24240,2015-08-30
24240,2015-09-22
24240,2015-09-28
24240,2015-10-08
24240,2015-10-22
24240,2016-07-17
24240,2016-07-26
24240,2016-08-05
24240,2016-08-16
24240,2016-08-27
24240,2016-08-30
24240,2016-09-29
24240,2016-09-30
24240,2016-10-22
24240,2016-10-24
24240,2016-10-27
24240,2016-10-30
24240,2017-05-05
24240,2017-05-15
24240,2017-06-07
24240,2017-06-14
24240,2017-06-26
24240,2017-06-29
24240,2017-07-14
24240,2017-07-26
24240,2017-08-03
24240,2017-08-12
24240,2017-09-12
24240,2017-09-17
24240,2017-09-19
24240,2017-09-24
24240,2017-09-25
24240,2017-10-28
24240,2018-05-08
24240,2018-05-10
24240,2018-05-11
24240,2018-05-14
24240,2018-05-23
24240,2018-05-27
24240,2018-06-07
24240,2018-06-19
24240,2018-06-27
24240,2018-07-12
27546,2010-05-23
27546,2010-05-31
27546,2010-06-09
27546,2010-06-11
27546,2010-07-08
27546,2010-07-10
27546,2010-07-15
27546,2010-07-23
27546,2010-07-25
27546,2010-07-27
27546,2010-07-30
27546,2010-08-11
27546,2010-08-15
27546,2010-08-24
27546,2010-08-27
27546,2010-09-07
27546,2010-09-11
27546,2010-09-15
27546,2010-10-05
27546,2010-10-17
27546,2010-10-30
27546,2010-11-02
27546,2010-11-06
27546,2010-11-14
27546,2010-11-29
27546,2011-03-15
27546,2011-04-10
27546,2011-04-15
27546,2011-04-17
27546,2011-04-21
27546,2011-04-25
27546,2011-04-29
27546,2011-05-02
27546,2011-05-08
27546,2011-05-10
27546,2011-05-16
27546,2011-05-22
27546,2011-05-28
27546,2011-05-30
27546,2011-05-31
27546,2011-06-06
27546,2011-06-21
27546,2011-06-23
27546,2011-06-28
27546,2011-07-04
27546,2011-07-12
27546,2011-07-24
27546,2011-07-26
27546,2011-07-28
27546,2011-07-31
27546,2011-08-01
27546,2011-08-04
27546,2011-08-07
27546,2011-08-12
27546,2011-08-19
27546,2011-08-21
27546,2011-08-24
27546,2011-08-26
27546,2011-08-29
27546,2011-09-03
27546,2011-09-09
27546,2011-09-26
27546,2011-10-03
27546,2011-10-09
27546,2011-10-11
27546,2011-10-12
27546,2011-10-20
27546,2011-11-01
27546,2011-11-02
27546,2011-11-03
27546,2011-11-06
27546,2011-11-07
27546,2011-11-15
27546,2011-11-28
27546,2011-12-03
27546,2011-12-19
27546,2012-03-29
27546,2012-04-01
27546,2012-04-03
27546,2012-04-23
27546,2012-04-25
27546,2012-04-30
27546,2012-05-05
27546,2012-05-09
27546,2012-05-29
27546,2012-05-31
27546,2012-06-04
27546,2012-06-08
27546,2012-06-26
27546,2012-07-02
27546,2012-07-11
27546,2012-07-13
27546,2012-07-31
27546,2012-09-27
27546,2013-07-06
27546,2013-07-08
27546,2013-07-20
27546,2013-08-06
27546,2013-08-19
27546,2013-08-26
27546,2013-08-30
27546,2013-09-05
27546,2013-09-07
27546,2013-09-16
27546,2013-09-18
27546,2013-09-22
27546,2013-10-29
27546,2013-11-07
27546,2013-11-13
27546,2014-10-27
27546,2014-11-11
27546,2015-03-09
27546,2015-03-29
27546,2015-04-07
27546,2015-04-13
27546,2015-04-24
27546,2015-04-26
27546,2015-05-06
27546,2015-05-08
27546,2015-05-10
27546,2015-06-07
27546,2015-06-17
27546,2015-06-26
27546,2015-07-05
27546,2015-07-07
27546,2015-07-15
27546,2015-07-24
27546,2015-07-29
27546,2015-07-31
27546,2015-08-03
27546,2015-08-10
27546,2015-08-11
27546,2015-08-15
27546,2015-08-25
27546,2015-08-28
27546,2015-09-02
27546,2015-09-05
27546,2015-09-07
27546,2015-09-12
27546,2015-09-16
27546,2015-09-18
27546,2015-09-20
27546,2015-09-21
27546,2015-09-21
27546,2015-09-24
27546,2015-10-04
27546,2015-10-05
27546,2015-10-06
27546,2015-10-15
27546,2015-10-17
27546,2015-10-19
27546,2015-10-27
27546,2015-11-05
27546,2015-11-16
27546,2015-12-06
27546,2015-12-21
27546,2015-12-25
27546,2016-01-07
27546,2016-01-10
27546,2016-04-24
27546,2016-04-29
27546,2016-05-01
27546,2016-05-09
27546,2016-05-12
27546,2016-05-14
27546,2016-05-15
27546,2016-05-24
27546,2016-06-08
27546,2016-06-13
27546,2016-08-30
27546,2016-09-15
27546,2016-10-03
27546,2016-10-15
27546,2016-10-16
27546,2016-10-17
27546,2016-10-24
27546,2016-11-19
27546,2016-11-22
27546,2016-12-09
27546,2016-12-17
27546,2016-12-18
27546,2017-02-02
27546,2017-02-12
27546,2017-02-20
27546,2017-03-13
27546,2017-04-09
27546,2017-04-29
27546,2017-05-02
27546,2017-05-07
27546,2017-05-09
27546,2017-05-14
27546,2017-05-29
27546,2017-05-31
27546,2017-06-11
27546,2017-06-24
27546,2017-07-20
27546,2017-09-12
27546,2017-09-14
27546,2017-09-17
27546,2017-09-21
27546,2017-09-28
27546,2017-09-29
27546,2017-10-01
27546,2017-10-11
27546,2017-10-17
27546,2017-10-20
27546,2017-10-22
27546,2017-10-29
27546,2017-11-01
27546,2017-11-12
27546,2017-11-19
27546,2018-01-15
27546,2018-03-18
27546,2018-03-31
27546,2018-04-07
27546,2018-04-08
27546,2018-05-08
27546,2018-06-04
27546,2018-06-07
27546,2018-06-24
27546,2018-06-28
27546,2018-07-27
27546,2018-07-29
27546,2018-08-02
27546,2018-08-07
27611,2014-05-25
27611,2014-07-19
27611,2015-03-27
27611,2015-09-21
27611,2015-09-29
27611,2016-03-21
27611,2016-06-18
27611,2016-08-18
27611,2016-10-01
27611,2017-05-30
27611,2017-10-09
27611,2018-05-21
27611,2018-06-11
27611,2018-07-23
29765,2010-05-24
29765,2010-06-01
29765,2010-06-20
29765,2010-06-23
29765,2010-07-04
29765,2010-07-05
29765,2010-07-09
29765,2010-07-16
29765,2010-07-22
29765,2010-07-28
29765,2010-08-08
29765,2010-08-11
29765,2010-08-14
29765,2010-08-16
29765,2010-09-07
29765,2010-09-15
29765,2010-09-17
29765,2010-09-26
29765,2010-09-30
29765,2010-10-09
29765,2010-10-10
29765,2010-10-17
29765,2010-10-19
29765,2010-10-22
29765,2010-10-26
29765,2010-11-13
29765,2010-11-16
29765,2010-12-06
29765,2011-01-10
29765,2011-01-20
29765,2011-02-16
29765,2011-02-16
29765,2011-02-26
29765,2011-03-18
29765,2011-03-28
29765,2011-04-13
29765,2011-04-16
29765,2011-04-26
29765,2011-05-01
29765,2011-06-06
29765,2011-06-28
29765,2011-07-25
29765,2011-09-14
29765,2011-10-11
29765,2011-10-17
29765,2011-11-29
29765,2012-02-06
29765,2012-02-13
29765,2012-02-16
29765,2012-02-26
29765,2012-03-12
29765,2012-03-28
29765,2012-04-07
29765,2012-04-18
29765,2012-04-21
29765,2012-05-03
29765,2012-05-24
29765,2012-05-26
29765,2012-06-05
29765,2012-07-28
29765,2012-08-14
29765,2012-09-06
29765,2012-09-09
29765,2012-10-11
29765,2012-10-26
29765,2012-10-29
29765,2012-11-10
29765,2012-11-19
29765,2012-12-12
29765,2013-01-15
29765,2013-04-04
29765,2013-07-09
29765,2013-07-14
29765,2013-08-08
29765,2013-10-02
29765,2013-11-01
29765,2013-11-18
29765,2013-11-30
29765,2013-12-04
29765,2013-12-23
29765,2014-02-24
29765,2014-03-10
29765,2014-07-22
29765,2014-07-24
29765,2015-07-05
29765,2015-10-01
29765,2015-12-31
29765,2016-01-03
29765,2016-02-08
29765,2016-03-15
29765,2017-04-16
29765,2017-09-03
31796,2010-06-13
31796,2010-07-05
31796,2010-07-20
31796,2010-08-09
31796,2010-08-24
31796,2010-08-26
31796,2010-08-28
31796,2010-08-31
31796,2010-09-03
31796,2010-09-07
31796,2010-09-08
31796,2010-09-11
31796,2010-09-21
31796,2010-09-25
31796,2010-09-27
31796,2010-09-30
31796,2010-10-04
31796,2010-10-07
31796,2010-10-08
31796,2010-10-11
31796,2010-10-24
31796,2010-10-26
31796,2010-10-31
31796,2010-11-01
31796,2010-11-28
31796,2010-12-02
31796,2010-12-07
31796,2011-03-14
31796,2011-03-16
31796,2011-04-12
31796,2011-05-15
31796,2011-05-18
31796,2011-05-20
31796,2011-05-30
31796,2011-06-04
31796,2011-06-20
31796,2011-06-29
31796,2011-07-02
31796,2011-07-15
31796,2011-07-17
31796,2011-07-25
31796,2011-07-30
31796,2011-08-01
31796,2011-08-02
31796,2011-08-04
31796,2011-08-12
31796,2011-08-16
31796,2011-08-19
31796,2011-08-23
31796,2011-08-30
31796,2011-09-03
31796,2011-09-07
31796,2011-09-09
31796,2011-09-16
31796,2011-09-19
31796,2011-09-23
31796,2011-10-01
31796,2011-10-02
31796,2011-10-05
31796,2011-10-06
31796,2011-10-11
31796,2011-10-18
31796,2011-10-23
31796,2011-11-03
31796,2011-11-27
31796,2012-04-11
31796,2012-05-20
31796,2012-06-03
31796,2012-06-04
31796,2012-06-09
31796,2012-07-22
31796,2012-07-25
31796,2012-07-30
31796,2012-08-08
31796,2012-08-13
31796,2012-08-27
31796,2012-09-04
31796,2012-09-10
31796,2012-09-23
31796,2012-09-24
31796,2012-09-27
31796,2012-10-07
31796,2012-10-19
31796,2012-11-05
31796,2012-11-18
31796,2012-12-08
31796,2013-01-11
31796,2013-03-16
31796,2013-04-16
31796,2013-04-29
31796,2013-05-04
31796,2013-05-10
31796,2013-05-16
31796,2013-05-19
31796,2013-05-24
31796,2013-05-26
31796,2013-05-28
31796,2013-06-06
31796,2013-06-16
31796,2013-06-20
31796,2013-06-25
31796,2013-06-27
31796,2013-06-30
31796,2013-07-16
31796,2013-07-17
31796,2013-07-20
31796,2013-07-21
31796,2013-07-28
31796,2013-08-03
31796,2013-08-07
31796,2013-08-10
31796,2013-08-19
31796,2013-08-20
31796,2013-08-30
31796,2013-08-31
31796,2013-09-07
31796,2013-09-09
31796,2013-09-10
31796,2013-10-05
31796,2013-10-06
31796,2013-10-11
31796,2013-10-12
31796,2013-10-16
31796,2013-10-18
31796,2013-10-21
31796,2013-11-02
31796,2013-11-06
31796,2013-11-11
31796,2013-11-18
31796,2013-12-05
31796,2013-12-08
31796,2014-03-01
31796,2014-03-31
31796,2014-04-14
31796,2014-04-20
31796,2014-04-27
31796,2014-05-07
31796,2014-05-08
31796,2014-05-24
31796,2014-05-31
31796,2014-06-09
31796,2014-06-19
31796,2014-06-20
31796,2014-06-27
31796,2014-07-06
31796,2014-07-07
31796,2014-07-15
31796,2014-07-20
31796,2014-07-31
31796,2014-08-01
31796,2014-08-05
31796,2014-08-07
31796,2014-08-09
31796,2014-08-15
31796,2014-08-18
31796,2014-08-20
31796,2014-08-23
31796,2014-08-27
31796,2014-09-01
31796,2014-09-02
31796,2014-09-03
31796,2014-09-05
31796,2014-09-11
31796,2014-09-12
31796,2014-09-15
31796,2014-09-16
31796,2014-09-22
31796,2014-09-24
31796,2014-09-26
31796,2014-09-28
31796,2014-09-30
31796,2014-10-03
31796,2014-10-07
31796,2014-10-10
31796,2014-11-04
31796,2014-11-08
31796,2014-11-11
31796,2014-11-17
31796,2014-11-29
31796,2014-12-30
31796,2015-01-06
31796,2015-02-05
31796,2015-02-09
31796,2015-02-18
31796,2015-02-28
31796,2015-03-16
31796,2015-03-21
31796,2015-03-29
31796,2015-04-03
31796,2015-04-08
31796,2015-04-13
31796,2015-04-17
31796,2015-04-19
31796,2015-04-27
31796,2015-05-08
31796,2015-05-12
31796,2015-05-13
31796,2015-05-21
31796,2015-05-23
31796,2015-05-25
31796,2015-06-01
31796,2015-06-02
31796,2015-06-10
31796,2015-06-11
31796,2015-06-14
31796,2015-06-19
31796,2015-06-22
31796,2015-06-26
31796,2015-07-01
31796,2015-07-07
31796,2015-07-10
31796,2015-07-12
31796,2015-07-15
31796,2015-07-18
31796,2015-07-25
31796,2015-07-26
31796,2015-07-31
31796,2015-08-04
31796,2015-08-07
31796,2015-08-08
31796,2015-08-13
31796,2015-08-23
31796,2015-08-31
31796,2015-09-01
31796,2015-09-03
31796,2015-09-04
31796,2015-09-06
31796,2015-09-06
31796,2015-09-14
31796,2015-09-15
31796,2015-09-18
31796,2015-09-20
31796,2015-09-24
31796,2015-10-02
31796,2015-10-09
31796,2015-10-11
